2024-03-05,2024-03-05 12:27:58.310760,2024-03-05 12:27:58.869758,559,²@¬í
2024-03-05,2024-03-05 12:27:59.271760,2024-03-05 12:27:59.558760,287,²@¬í
2024-03-05,2024-03-05 12:27:59.961756,2024-03-05 12:28:00.249754,288,²@¬í
2024-03-05,2024-03-05 12:28:00.852751,2024-03-05 12:28:01.279752,427,²@¬í
2024-03-05,2024-03-05 12:28:01.681751,2024-03-05 12:28:02.113750,432,²@¬í
2024-03-05,2024-03-05 12:28:02.516748,2024-03-05 12:28:02.952749,436,²@¬í
2024-03-05,2024-03-05 12:28:03.378747,2024-03-05 12:28:03.664746,286,²@¬í
2024-03-05,2024-03-05 12:28:04.067745,2024-03-05 12:28:04.358742,291,²@¬í
2024-03-05,2024-03-05 12:28:04.961743,2024-03-05 12:28:05.409742,448,²@¬í
2024-03-05,2024-03-05 12:28:05.612739,2024-03-05 12:28:05.899738,287,²@¬í
2024-03-05,2024-03-05 12:28:06.502739,2024-03-05 12:28:06.793738,291,²@¬í
2024-03-05,2024-03-05 12:28:07.397737,2024-03-05 12:28:07.829734,432,²@¬í
2024-03-05,2024-03-05 12:28:08.268735,2024-03-05 12:28:08.559733,291,²@¬í
2024-03-05,2024-03-05 12:28:08.962733,2024-03-05 12:28:09.250732,288,²@¬í
2024-03-05,2024-03-05 12:28:09.853729,2024-03-05 12:28:10.291743,438,²@¬í
2024-03-05,2024-03-05 12:28:10.502744,2024-03-05 12:28:10.941741,439,²@¬í
2024-03-05,2024-03-05 12:28:11.343768,2024-03-05 12:28:11.638769,295,²@¬í
2024-03-05,2024-03-05 12:28:12.241767,2024-03-05 12:28:12.541765,300,²@¬í
2024-03-05,2024-03-05 12:28:12.944764,2024-03-05 12:28:13.420763,476,²@¬í
2024-03-05,2024-03-05 12:28:13.825763,2024-03-05 12:28:14.241762,416,²@¬í
2024-03-05,2024-03-05 12:28:14.643761,2024-03-05 12:28:14.939761,296,²@¬í
2024-03-05,2024-03-05 12:28:15.542759,2024-03-05 12:28:15.833756,291,²@¬í
2024-03-05,2024-03-05 12:28:16.236758,2024-03-05 12:28:16.552756,316,²@¬í
2024-03-05,2024-03-05 12:28:17.156755,2024-03-05 12:28:17.619752,463,²@¬í
2024-03-05,2024-03-05 12:28:17.822752,2024-03-05 12:28:18.127750,305,²@¬í
2024-03-05,2024-03-05 12:28:18.741751,2024-03-05 12:28:19.030748,289,²@¬í
2024-03-05,2024-03-05 12:28:19.431750,2024-03-05 12:28:19.750749,319,²@¬í
2024-03-05,2024-03-05 12:28:20.356745,2024-03-05 12:28:20.685744,329,²@¬í
2024-03-05,2024-03-05 12:28:21.088745,2024-03-05 12:28:21.433742,345,²@¬í
2024-03-05,2024-03-05 12:28:22.035743,2024-03-05 12:28:22.509741,474,²@¬í
2024-03-05,2024-03-05 12:28:22.711741,2024-03-05 12:28:23.162738,451,²@¬í
2024-03-05,2024-03-05 12:28:23.564739,2024-03-05 12:28:24.004736,440,²@¬í
2024-03-05,2024-03-05 12:28:24.408735,2024-03-05 12:28:24.697734,289,²@¬í
2024-03-05,2024-03-05 12:28:25.299772,2024-03-05 12:28:25.585769,286,²@¬í
2024-03-05,2024-03-05 12:28:25.988770,2024-03-05 12:28:26.429769,441,²@¬í
2024-03-05,2024-03-05 12:28:26.833770,2024-03-05 12:28:27.124767,291,²@¬í
2024-03-05,2024-03-05 12:28:27.728764,2024-03-05 12:28:28.018765,290,²@¬í
2024-03-05,2024-03-05 12:28:28.456764,2024-03-05 12:28:28.895763,439,²@¬í
2024-03-05,2024-03-05 12:28:29.299762,2024-03-05 12:28:29.735760,436,²@¬í
2024-03-05,2024-03-05 12:28:30.139759,2024-03-05 12:28:30.440786,301,²@¬í
2024-03-05,2024-03-05 12:28:30.848784,2024-03-05 12:28:31.142784,294,²@¬í
2024-03-05,2024-03-05 12:28:31.749781,2024-03-05 12:28:32.195780,446,²@¬í
2024-03-05,2024-03-05 12:28:32.597781,2024-03-05 12:28:32.889778,292,²@¬í
2024-03-05,2024-03-05 12:28:33.309780,2024-03-05 12:28:33.598777,289,²@¬í
2024-03-05,2024-03-05 12:28:34.202777,2024-03-05 12:28:34.520774,318,²@¬í
2024-03-05,2024-03-05 12:28:34.922775,2024-03-05 12:28:35.375771,453,²@¬í
2024-03-05,2024-03-05 12:28:35.778773,2024-03-05 12:28:36.068770,290,²@¬í
2024-03-05,2024-03-05 12:28:36.671771,2024-03-05 12:28:36.960768,289,²@¬í
2024-03-05,2024-03-05 12:28:37.362771,2024-03-05 12:28:37.798768,436,²@¬í
2024-03-05,2024-03-05 12:28:38.247769,2024-03-05 12:28:38.537767,290,²@¬í
2024-03-05,2024-03-05 12:28:38.940762,2024-03-05 12:28:39.229764,289,²@¬í
2024-03-05,2024-03-05 12:28:39.834762,2024-03-05 12:28:40.270759,436,²@¬í
2024-03-05,2024-03-05 12:28:40.677761,2024-03-05 12:28:41.111759,434,²@¬í
2024-03-05,2024-03-05 12:28:41.514758,2024-03-05 12:28:41.950755,436,²@¬í
2024-03-05,2024-03-05 12:28:42.357754,2024-03-05 12:28:42.645753,288,²@¬í
2024-03-05,2024-03-05 12:28:43.075754,2024-03-05 12:28:43.400751,325,²@¬í
2024-03-05,2024-03-05 12:28:43.814750,2024-03-05 12:28:44.248749,434,²@¬í
2024-03-05,2024-03-05 12:28:44.651752,2024-03-05 12:28:45.036747,385,²@¬í
2024-03-05,2024-03-05 12:28:45.439750,2024-03-05 12:28:45.730748,291,²@¬í
2024-03-05,2024-03-05 12:28:46.333746,2024-03-05 12:28:46.622743,289,²@¬í
2024-03-05,2024-03-05 12:28:47.226744,2024-03-05 12:28:47.668741,442,²@¬í
2024-03-05,2024-03-05 12:28:47.871740,2024-03-05 12:28:48.326740,455,²@¬í
2024-03-05,2024-03-05 12:28:48.756740,2024-03-05 12:28:49.195736,439,²@¬í
2024-03-05,2024-03-05 12:28:49.597738,2024-03-05 12:28:49.887737,290,²@¬í
2024-03-05,2024-03-05 12:28:50.491735,2024-03-05 12:28:50.778735,287,²@¬í
2024-03-05,2024-03-05 12:28:51.181734,2024-03-05 12:28:51.614730,433,²@¬í
2024-03-05,2024-03-05 12:28:52.017732,2024-03-05 12:28:52.307730,290,²@¬í
2024-03-05,2024-03-05 12:28:52.912728,2024-03-05 12:28:53.206728,294,²@¬í
2024-03-05,2024-03-05 12:28:53.671727,2024-03-05 12:28:54.122725,451,²@¬í
2024-03-05,2024-03-05 12:28:54.524726,2024-03-05 12:28:54.963722,439,²@¬í
2024-03-05,2024-03-05 12:28:55.366723,2024-03-05 12:28:55.651723,285,²@¬í
2024-03-05,2024-03-05 12:28:56.054721,2024-03-05 12:28:56.348719,294,²@¬í
2024-03-05,2024-03-05 12:28:56.953717,2024-03-05 12:28:57.263718,310,²@¬í
2024-03-05,2024-03-05 12:28:57.665717,2024-03-05 12:28:58.114716,449,²@¬í
2024-03-05,2024-03-05 12:28:58.580715,2024-03-05 12:28:59.024714,444,²@¬í
2024-03-05,2024-03-05 12:28:59.426713,2024-03-05 12:28:59.714710,288,²@¬í
2024-03-05,2024-03-05 12:29:00.115711,2024-03-05 12:29:00.409709,294,²@¬í
2024-03-05,2024-03-05 12:29:01.013709,2024-03-05 12:29:01.324706,311,²@¬í
2024-03-05,2024-03-05 12:29:01.724708,2024-03-05 12:29:02.048706,324,²@¬í
2024-03-05,2024-03-05 12:29:02.651704,2024-03-05 12:29:02.991704,340,²@¬í
2024-03-05,2024-03-05 12:29:03.419702,2024-03-05 12:29:03.884701,465,²@¬í
2024-03-05,2024-03-05 12:29:04.286698,2024-03-05 12:29:04.738697,452,²@¬í
2024-03-05,2024-03-05 12:29:04.939697,2024-03-05 12:29:05.375698,436,²@¬í
2024-03-05,2024-03-05 12:29:05.778694,2024-03-05 12:29:06.068694,290,²@¬í
2024-03-05,2024-03-05 12:29:06.672694,2024-03-05 12:29:06.967694,295,²@¬í
2024-03-05,2024-03-05 12:29:07.370692,2024-03-05 12:29:07.808691,438,²@¬í
2024-03-05,2024-03-05 12:29:08.212690,2024-03-05 12:29:08.538690,326,²@¬í
2024-03-05,2024-03-05 12:29:09.141688,2024-03-05 12:29:09.431687,290,²@¬í
2024-03-05,2024-03-05 12:29:09.833686,2024-03-05 12:29:10.265683,432,²@¬í
2024-03-05,2024-03-05 12:29:10.667684,2024-03-05 12:29:11.113683,446,²@¬í
2024-03-05,2024-03-05 12:29:11.515682,2024-03-05 12:29:11.817681,302,²@¬í
